kanji	JLPT	grade	example1	other examples
戻	4	S	戻る|もどる |to turn back|4	['払い戻す|はらいもどす|to repay; to pay back|2', '取り戻す|とりもどす|to take back; to regain|1']
触	4	S	触る|さわる |to touch|4	['接触|せっしょく|touch; contact|1', '気触れる|かぶれる|to react to; to be influenced by; to go overboard for|1']
絡	4	S	連絡|れんらく |contact|4	[]
袋	4	S	手袋|てぶくろ |glove|4	['足袋|たび|tabi; Japanese socks (with split toe)|2']
畳	4	S	畳|たたみ |Japanese straw mat|4	['畳|じょう|#NAME?|1']
越	4	S	引っ越す|ひっこす |to move house|4	['越す|こす|to go over (e.g. with audience)|3', '引越し|ひっこし|moving (dwelling etc.); changing residence|2']
沸	4	S	沸く|わく |to boil; to grow hot; to get excited|4	['沸騰|ふっとう|boiling; seething|1']
眠	4	S	眠る|ねむる |to sleep|4	['睡眠|すいみん|sleep|3', '居眠り|いねむり|dozing; nodding off|3']
漬	4	S	漬ける|つける |to soak; to pickle|4	[]
盗	4	S	盗む|ぬすむ |to steal|4	['盗難|とうなん|theft; robbery|2', '盗み|ぬすみ|stealing|1']
彼	4	S	彼|かれ |he; boyfriend|4	['彼等|かれら|they (usually male)|3', '彼此|あれこれ|one thing or another; this and that; this or that|1']
普	4	S	普通|ふつう |usually; or a train that stops at every station|4	['普及|ふきゅう|diffusion; spread|2', '普遍|ふへん|universality; ubiquity; omnipresence|1']
輩	4	S	先輩|せんぱい |senior|4	[]
途	4	S	途中|とちゅう |on the way|4	['中途|ちゅうと|in the middle; half-way|2', '用途|ようと|use; usefulness|2']
髪	4	S	髪|かみ |hair|4	['白髪|しらが|white or grey hair; trendy hair bleaching|2']
嬢	4	S	お嬢さん|おじょうさん |young lady|4	[]
玉	3	1	玉|たま|ball; sphere; coin|3	[]
王	3	1	王子|おうじ|prince|3	['王|おう|king; ruler; sovereign; monarch|3', '女王|じょおう|queen|3']
谷	3	2	谷|たに|valley|3	[]
顔	3	2	笑顔|えがお|smiling face|3	[]
羽	3	2	羽|はね|counter for birds; counter for rabbits|3	[]
馬	3	2	馬鹿|ばか|fool; idiot; trivial matter; folly|3	['競馬|けいば|horse racing|2', '馬鹿馬鹿しい|ばかばかしい|stupid|1']
算	3	2	予算|よさん|estimate; budget|3	['算盤|そろばん|abacus|2', '割算|わりざん|division (math)|2']
京	3	2	上京|じょうきょう|proceeding to the capital (Tokyo)|3	[]
船	3	2	船|ふね|ship; boat; watercraft; shipping; vessel; steamship|3	['風船|ふうせん|balloon|2', '船便|ふなびん|surface mail (ship)|2']
麦	3	2	小麦|こむぎ|wheat|3	[]
岩	3	2	岩|いわ|rock; crag|3	['岩石|がんせき|rock|1']
才	3	2	才能|さいのう|talent; ability|3	[]
刀	3	2	刀|かたな|sword; saber; knife; engraving tool|3	[]
氷	3	3	氷|こおり|ice; hail|3	[]
実	3	3	実|み|fruit; nut; seed; content; good result|3	['実は|じつは|as a matter of fact; by the way|3', '実に|じつに|indeed; truly; surely|3']
身	3	3	独身|どくしん|bachelorhood; single; unmarried; celibate|3	['出身|しゅっしん|graduate from; come from|3', '自身|じしん|by oneself; personally|3']
様	3	3	同様|どうよう|identical; equal to; same (kind); like|3	['様子|ようす|aspect; state; appearance|3', '様|よう|way; manner; kind|3']
畑	3	3	畑|はたけ|field|3	[]
豆	3	3	豆|まめ|beans; peas|3	[]
級	3	3	級|きゅう|class; grade; rank; school class; grade|3	['上級|じょうきゅう|advanced level; high grade; senior|2', '初級|しょきゅう|elementary level|2']
談	3	3	相談|そうだん/そうだんする|consultation; discussion，to consult; to discuss|3	['対談|たいだん|talk; dialogue; conversation|1', '会談|かいだん|conversation; conference; discussion; interview|1']
波	3	3	波|なみ|wave|3	['津波|つなみ|tsunami; tidal wave|1', '短波|たんぱ|short wave|1']
和	3	3	平和|へいわ|peace; harmony|3	['和英|わえい|Japanese-English|2', '漢和|かんわ|Chinese Character-Japanese (e.g. dictionary)|2']
相	3	3	相当|そうとう|suitable; fair; tolerable; proper|3	['相続|そうぞく|succession; inheritance|3', '相手|あいて|companion; partner; company|3']
区	3	3	地区|ちく|district; section; sector|3	['区分|くぶん|division; section; classification|2', '区切る|くぎる|to punctuate; to cut off; to mark off; to stop; to put an end to|2']
式	3	3	正式|せいしき|due form; official; formality|3	['葬式|そうしき|funeral|2', '方程式|ほうていしき|equation|2']
他	3	3	他人|たにん|another person; unrelated person; outsider; stranger|3	['他（外）|ほか|some; other place; the rest|3', '他意|たい|ill will; malice; another intention; secret purpose; ulterior motive; fickleness; double-mindedness|1']
想	3	3	想像|そうぞう|imagination; guess|3	['連想|れんそう|association (of ideas); suggestion|3', '思想|しそう|thought; idea|3']
陽	3	3	太陽|たいよう|sun; solar|3	['陽射|ひざし|sunlight; rays of the sun|2']
炭	3	3	石炭|せきたん|coal|3	['炭素|たんそ|carbon (C)|1']
整	3	3	整理|せいり|sorting; arrangement; adjustment; regulation|3	['調整|ちょうせい|regulation; adjustment; tuning|2', '整数|せいすう|integer|2']
平	3	3	地平線|ちへいせん|horizon|3	['平和|へいわ|peace; harmony|3', '平均|へいきん|equilibrium; balance; average; mean|3']
配	3	3	配達|はいたつ|delivery; distribution|3	['心配|しんぱい・する|worry; concern; anxiety; care; to worry|3', '配る|くばる|to distribute; to deliver|2']
詩	3	3	詩|し|poem; verse of poetry|3	[]
幸	3	3	不幸|ふこう|unhappiness; sorrow; misfortune; disaster; accident; death|3	['幸運|こううん|good luck; fortune|3', '幸い|さいわい|happiness; blessedness|3']
州	3	3	州|しゅう|a state; province; county|3	[]
感	3	3	感覚|かんかく|sense; sensation|3	['感心|かんしん|admiration; Well done!|3', '感じる|かんじる|to feel; to sense; to experience|3']
根	3	3	根|ね|root|3	['羽根|はね|shuttlecock|2', '垣根|かきね|hedge|2']
委	3	3	委員|いいん|committee member|3	[]
球	3	3	球|たま|globe; sphere; ball|3	['球|きゅう|globe; sphere; ball|3', '電球|でんきゅう|light bulb|2']
笛	3	3	笛|ふえ|flute; pipe|3	[]
期	3	3	定期|ていき|fixed term|3	['予期|よき|expectation; assume will happen; forecast|3', '学期|がっき|term (school)|3']
秒	3	3	秒|びょう|second (60th min)|3	[]
助	3	3	助ける|たすける|to help; to save; to rescue|3	['援助|えんじょ|assistance; aid; support|3', '助手|じょしゅ|helper; helpmeet; assistant; tutor|3']
路	3	3	道路|どうろ|road; highway|3	['通路|つうろ|passage; pathway|2', '針路|しんろ|course; direction; compass bearing|2']
県	3	3	県|けん|prefecture|3	[]
板	3	3	板|いた|board; plank|3	['看板|かんばん|sign; signboard; doorplate; poster|2']
央	3	3	中央|ちゅうおう|centre; central; center; middle|3	[]
第	3	3	次第|しだい|order; precedence; circumstances; (3) immediate(ly)|3	['第|だい|ordinal|1', '第一|だいいち|first; foremost; # 1|1']
油	3	3	石油|せきゆ|oil; petroleum; kerosene|3	['灯油|とうゆ|lamp oil; kerosene|2', '油断|ゆだん|negligence; unpreparedness|2']
追	3	3	追う|おう|to chase; to run after|3	['追加|ついか|addition; supplement; appendix|2', '追い越す|おいこす|to pass (e.g. car); to outdistance; to outstrip|2']
流	3	3	流れる|ながれる|to stream; to flow; to run (ink); to be washed away|3	['流す|ながす|to drain; to float; to shed (blood; tears); to cruise (e.g. taxi)|3', '流行|りゅうこう|fashionable; fad; in vogue; prevailing|3']
商	3	3	商品|しょうひん|commodity; article of commerce; goods; stock; merchandise|3	['商人|しょうにん|trader; shopkeeper; merchant|3', '商社|しょうしゃ|trading company; firm|2']
皮	3	3	皮|かわ|skin; hide; leather; fur; pelt; bark; shell|3	['皮肉|ひにく|cynicism; sarcasm|2', '毛皮|けがわ|fur; skin; pelt|2']
列	3	3	列|れつ|queue; line; row|3	['列島|れっとう|chain of islands|2', '行列|ぎょうれつ|line; procession; matrix (math)|2']
農	3	3	農家|のうか|farmer; farm family|3	['農業|のうぎょう|agriculture|3', '農薬|のうやく|agricultural chemicals|2']
福	3	3	幸福|こうふく|happiness; blessedness|3	['福祉|ふくし|welfare; well-being|1']
面	3	3	面倒|めんどう|trouble; difficulty; care; attention|3	['真面目|まじめ|diligent; serious; honest|3', '場面|ばめん|scene; setting (e.g. of novel)|3']
放	3	3	放す|はなす|to separate; to set free|3	['放れる|はなれる|to leave; to get free; to cut oneself off|2', '放る|ほうる|to let go|2']
協	3	4	協力|きょうりょく|cooperation; collaboration|3	['協会|きょうかい|association; society; organization|1', '協議|きょうぎ|conference; consultation; discussion; negotiation|1']
賞	3	4	賞|しょう|prize; award|3	['賞金|しょうきん|prize; monetary award|2', '賞品|しょうひん|prize; trophy|2']
努	3	4	努力|どりょく|great effort; exertion; endeavour; effort|3	['努めて|つとめて|make an effort!; work hard!|1']
希	3	4	希望|きぼう|hope; wish; aspiration|3	[]
標	3	4	目標|もくひょう|mark; objective; target|3	['標準|ひょうじゅん|standard; level|2', '標識|ひょうしき|sign; mark|2']
種	3	4	種|たね|seed; material; source|3	['人種|じんしゅ|race (of people)|3', '種類|しゅるい|variety; kind; type|3']
印	3	4	印象|いんしょう|impression|3	['印|しるし|mark; symbol; (3) evidence|3', '目印|めじるし|mark; sign; landmark|2']
梅	3	4	梅雨|つゆ|rainy season; rain during the rainy season|3	['梅|うめ|plum; plum-tree; lowest (of a three-tier ranking system)|3', '梅干|うめぼし|dried plum|1']
紀	3	4	世紀|せいき|century; era|3	[]
的	3	4	積極的|せっきょくてき|positive; active; proactive|3	['的確|てきかく|precise; accurate|2', '比較的|ひかくてき|comparatively; relatively|2']
臣	3	4	大臣|だいじん|cabinet minister|3	[]
量	3	4	量|りょう|quantity; amount; volume; portion (of food)|3	['測量|そくりょう|measurement; surveying|2', '分量|ぶんりょう|amount; quantity|2']
欠	3	4	欠ける|かける|to be lacking|3	['欠席|けっせき|absence; non-attendance|3', '欠陥|けっかん|defect; fault; deficiency|3']
完	3	4	完了|かんりょう|completion; conclusion|3	['完成|かんせい|complete; completion; perfection; accomplishment|3', '完璧|かんぺき|perfection; completeness; flawless|1']
害	3	4	損害|そんがい|damage; injury; loss|3	['害|がい|injury; harm; evil influence; damage|3', '障害|しょうがい|obstacle; impediment (fault); damage|3']
労	3	4	労働|ろうどう|manual labor; toil; work|3	['労力|ろうりょく|labour; effort; toil; trouble|1', '疲労|ひろう|fatigue; weariness|1']
成	3	4	成る|なる|to become|3	['成績|せいせき|results; record|3', '成人|せいじん|adult|3']
型	3	4	典型|てんけい|type; pattern; archetypal|3	['模型|もけい|model; dummy; maquette|1']
街	3	4	街|まち|town; city |3	['街道|かいどう|highway|1', '街|がい|~street; ~quarters|1']
愛	3	4	愛する|あいする|to love|3	['愛|あい|love|3', '愛でたい|めでたい|auspicious|1']
器	3	4	武器|ぶき|weapon; arms; ordinance|3	['容器|ようき|container; vessel|2', '楽器|がっき|musical instrument|2']
極	3	4	積極的|せっきょくてき|positive; active; proactive|3	['南極|なんきょく|south pole; Antarctic|2', '北極|ほっきょく|North Pole|2']
信	3	4	通信|つうしん|correspondence; communication; news; signal|3	['信号|しんごう|traffic lights; signal; semaphore|3', '信頼|しんらい|reliance; trust; confidence|3']
芽	3	4	芽|め|sprout|3	[]
帯	3	4	熱帯|ねったい|tropics|3	['地帯|ちたい|area; zone|2', '包帯|ほうたい|bandage; dressing|2']
候	3	4	天候|てんこう|weather|3	['候補|こうほ|candidacy|3']
得	3	4	納得|なっとく|consent; assent; understanding|3	['得る|える|to get; to gain; to win|3', '得る|うる|to get; to gain; to win|3']
勇	3	4	勇気|ゆうき|courage; bravery; valour; nerve; boldness|3	['勇敢|ゆうかん|bravery; heroism; gallantry|1']
積	3	4	積もる|つもる|to pile up|3	['体積|たいせき|capacity; volume|2', '積む|つむ|to pile up; to stack|2']
共	3	4	共に|ともに|sharing with; participate in|3	['共通|きょうつう|commonness; community|3', '公共|こうきょう|public; community; public service; society; communal|2']
浴	3	4	浴びる|あびる|to bathe; to bask in the sun; to shower|3	['海水浴|かいすいよく|sea bathing; seawater bath|2', '入浴|にゅうよく|bathe; bathing|1']
象	3	4	象|ぞう|elephant|3	['印象|いんしょう|impression|3', '現象|げんしょう|phenomenon|3']
軍	3	4	軍隊|ぐんたい|army; troops|3	['軍|いくさ|war; battle; campaign; fight|1', '軍備|ぐんび|armaments; military preparations|1']
順	3	4	順番|じゅんばん|turn (in line); order of things|3	['順|じゅん|order; turn|3', '道順|みちじゅん|itinerary; route|2']
省	3	4	省く|はぶく|to omit; to eliminate; to curtail; to economize|3	['省略|しょうりゃく|omission; abbreviation; abridgment|2', '省みる|かえりみる|to reflect|1']
殺	3	4	自殺|じさつ|suicide|3	['暗殺|あんさつ|assassination|1', '殺人|さつじん|murder|1']
底	3	4	徹底|てってい|thoroughness; completeness|3	['到底|とうてい|(cannot) possibly|1', '根底|こんてい|root; basis; foundation|1']
録	3	4	記録|きろく|record; minutes; document|3	['登録|とうろく|registration; register; entry; record|1', '目録|もくろく|catalogue; catalog; list|1']
類	3	4	書類|しょるい|documents; official papers|3	['種類|しゅるい|variety; kind; type|3', '分類|ぶんるい|classification|2']
札	3	4	札|さつ|token; label; ticket; (3) charm|3	['名札|なふだ|name plate; name tag|1']
満	3	4	満ちる|みちる|to be full; to rise (tide); to mature; to expire|3	['不満|ふまん|dissatisfaction; displeasure; discontent; complaints; unhappiness|3', '満点|まんてん|perfect score|2']
功	3	4	成功|せいこう|success; hit|3	[]
望	3	4	望む|のぞむ|to desire; to wish for; to see; to command (a view of)|3	['希望|きぼう|hope; wish; aspiration|3', '失望|しつぼう|disappointment; despair|3']
旗	3	4	旗|はた|flag|3	[]
栄	3	4	栄養|えいよう|nutrition; nourishment|3	['栄える|さかえる|to prosper; to flourish|1']
然	3	4	天然|てんねん|nature; spontaneity|3	['全然|ぜんぜん|wholly; entirely; completely; not at all (with neg. verb)|3', '自然|しぜん|nature; spontaneous|3']
芸	3	4	芸術|げいじゅつ|(fine) art; the arts|3	['芸能|げいのう|public entertainment; accomplishments; attainments|2', '園芸|えんげい|horticulture; gardening|2']
末	3	4	末|すえ|the end of; powder|3	['末っ子|すえっこ|youngest child|2', '月末|げつまつ|end of the month|2']
